Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Time,Payment,Rating
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,12:02,Cash,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,13:30,Credit card,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,14:38,Cash,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,17:37,Credit card,7
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,17:20,Ewallet,6
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,20:29,Cash,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,10:00,Cash,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,11:46,Ewallet,5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,13:42,Cash,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,14:44,Cash,6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,14:16,Ewallet,5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,15:54,Cash,4.5
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,10:21,Cash,7.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,18:09,Credit card,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,16:46,Credit card,4.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,15:31,Cash,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,17:15,Credit card,4.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,12:29,Cash,8.6
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,20:14,Ewallet,4.3
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,13:22,Cash,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,17:09,Cash,4.1
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,10:40,Ewallet,4.7
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,17:43,Cash,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,14:04,Cash,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,19:05,Ewallet,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,10:08,Credit card,4.4
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,13:12,Cash,5
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,20:51,Cash,4.4
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,17:29,Cash,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,10:25,Cash,7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,11:34,Cash,4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,18:58,Credit card,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,16:28,Ewallet,8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,20:26,Cash,5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,15:08,Cash,8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,18:03,Ewallet,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,13:21,Cash,6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,12:48,Credit card,9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19:53,Ewallet,6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,19:09,Cash,5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,16:30,Cash,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10:11,Credit card,4
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,13:07,Cash,7.6
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,18:48,Cash,6.8
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,17:27,Credit card,9.1
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,15:59,Cash,5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,11:21,Credit card,7.9
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,13:48,Ewallet,8.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,10:17,Credit card,9.1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,15:49,Ewallet,7.5
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,13:02,Cash,5.2
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,12:58,Credit card,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,15:26,Credit card,8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,18:23,Credit card,7.8
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19:06,Ewallet,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,20:21,Cash,7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,16:24,Ewallet,9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,15:04,Cash,6.2
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,16:10,Ewallet,7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,12:14,Cash,7.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,10:13,Cash,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,17:38,Cash,5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,11:06,Credit card,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,14:53,Credit card,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18:22,Cash,5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19:02,Credit card,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,14:16,Cash,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,15:44,Cash,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,12:20,Credit card,7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,20:01,Credit card,9.3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,13:45,Cash,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,15:40,Ewallet,6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,16:58,Cash,5.6
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,11:12,Credit card,7.4
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,15:12,Cash,9.1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,20:37,Ewallet,8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,17:44,Cash,7.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,16:23,Cash,7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,12:12,Cash,9.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,19:33,Cash,5.6
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,10:29,Cash,6
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,14:28,Cash,5.4
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,12:46,Credit card,7.8
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,19:40,Cash,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,19:39,Credit card,4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,17:54,Ewallet,5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12:25,Cash,8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16:47,Credit card,9.1
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,12:52,Ewallet,7
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,19:50,Credit card,9.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,18:17,Ewallet,8.7
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,17:20,Ewallet,9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,13:32,Credit card,4
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,10:37,Credit card,7.5
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,14:35,Cash,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,12:09,Cash,9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,15:32,Ewallet,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,13:58,Ewallet,9.9
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,13:19,Cash,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,13:37,Cash,6
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16:49,Credit card,10
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,14:55,Ewallet,9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,14:04,Credit card,6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12:31,Cash,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,14:51,Cash,9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,18:27,Ewallet,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,12:45,Credit card,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,10:36,Ewallet,7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,20:36,Ewallet,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,14:16,Ewallet,4.6
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,10:26,Cash,5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,13:30,Credit card,8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,16:28,Cash,8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,20:18,Credit card,9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,20:04,Credit card,6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,13:38,Ewallet,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,10:43,Ewallet,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,17:30,Ewallet,4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,15:28,Credit card,8
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,19:07,Credit card,7.8
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,19:01,Cash,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,19:48,Ewallet,5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,19:24,Ewallet,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,13:00,Cash,5.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,14:29,Ewallet,6.9
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,13:21,Cash,7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,18:55,Ewallet,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,19:36,Ewallet,9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,16:28,Ewallet,7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,13:48,Credit card,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,10:57,Ewallet,9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,17:13,Ewallet,8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,10:23,Cash,8.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,13:57,Ewallet,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,13:29,Cash,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,13:00,Credit card,8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,19:42,Credit card,6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,15:36,Cash,5
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,13:40,Cash,7
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18:01,Cash,8.9
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,13:53,Credit card,8
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,17:27,Cash,6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,10:53,Ewallet,7.3
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,19:48,Credit card,6.9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,16:53,Ewallet,5.7
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,19:14,Ewallet,6.4
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,14:36,Credit card,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,18:19,Credit card,6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,19:09,Ewallet,9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16:51,Ewallet,9.6
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,15:37,Credit card,7.7
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,20:15,Ewallet,7
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,14:38,Credit card,6.5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,19:25,Cash,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,19:35,Credit card,4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,15:42,Credit card,6.5
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,14:11,Ewallet,9.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,10:43,Cash,9.7
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,17:58,Credit card,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,11:26,Credit card,8.9
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,17:38,Credit card,6.5
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,20:07,Credit card,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,11:02,Credit card,9.6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,19:07,Cash,6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,18:50,Cash,7.6
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,12:43,Ewallet,4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,15:09,Ewallet,5.5
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,13:47,Cash,4.7
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,16:59,Cash,6.9
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,14:15,Credit card,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,20:24,Cash,6.2
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,13:58,Cash,7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,16:52,Credit card,7.9
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,15:19,Cash,4.5
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,12:25,Credit card,8.7
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,10:02,Cash,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,18:58,Cash,6.4
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,15:31,Credit card,9.1
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,11:22,Credit card,7.1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13:12,Credit card,7.7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,18:33,Cash,4.5
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,10:02,Ewallet,7.2
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,11:21,Cash,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,12:10,Ewallet,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,11:40,Cash,9.7
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,18:31,Credit card,5.5
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,17:58,Cash,4.6
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,17:04,Cash,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,20:35,Credit card,6.3
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,16:10,Credit card,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16:54,Ewallet,4.4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,10:11,Ewallet,6.7
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,11:26,Ewallet,6.7
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,20:29,Cash,8.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,12:12,Cash,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,13:05,Ewallet,5
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,16:19,Cash,6
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,19:48,Credit card,7
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,15:25,Ewallet,6.6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,14:42,Cash,7.3
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,18:59,Ewallet,8.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,20:47,Cash,4.3
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,13:21,Ewallet,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,19:48,Ewallet,8.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,18:20,Credit card,7.2
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,20:24,Ewallet,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,13:44,Credit card,8.4
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,11:48,Ewallet,7.1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,14:14,Cash,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,15:51,Cash,8.5
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,11:17,Cash,6.2
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,17:36,Cash,8.9
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,15:47,Cash,9.6
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,15:53,Credit card,5.4
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,12:40,Ewallet,9.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,19:48,Ewallet,9
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,17:53,Cash,6.3
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,16:36,Credit card,9.5
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,20:54,Ewallet,9.8
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,12:50,Cash,6.7
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,10:48,Credit card,7.7
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,14:28,Cash,7
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,17:15,Credit card,5.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,18:03,Credit card,6.2
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,17:29,Ewallet,6.1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18:05,Ewallet,9.3
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,12:07,Cash,7.6
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,19:49,Credit card,8.2
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,15:52,Ewallet,8.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,16:48,Ewallet,9.8
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,20:46,Credit card,8.7
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,18:14,Ewallet,9.7
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,15:05,Credit card,4.3
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,10:34,Credit card,7.7
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,11:23,Cash,7.3
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,13:55,Credit card,5.9
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,11:43,Cash,5
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,14:36,Credit card,8
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,16:03,Ewallet,7.1
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,20:03,Credit card,9
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,14:55,Ewallet,6.7
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,11:28,Credit card,6.1
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,19:41,Cash,9.3
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,19:01,Ewallet,7
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,18:04,Credit card,7.2
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,19:20,Ewallet,8.2
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,10:31,Ewallet,8.4
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,13:28,Ewallet,6.2
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,11:36,Ewallet,7.4
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,11:32,Credit card,5
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,11:44,Ewallet,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,17:16,Credit card,4.9
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,18:43,Ewallet,5.1
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,11:00,Ewallet,9.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,10:30,Credit card,7.1
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,12:14,Credit card,5
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,16:43,Credit card,5.5
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,20:40,Credit card,9.2
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,13:40,Ewallet,4.9
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,16:23,Ewallet,8.9
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,12:08,Credit card,6
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,17:45,Cash,4.2
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,10:28,Cash,7.3
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,20:31,Ewallet,6.5
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,10:49,Cash,8.9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,12:34,Cash,9.7
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,10:23,Credit card,8.6
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,18:51,Cash,6.9
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,13:45,Credit card,7.7
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,19:38,Cash,9.5
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,20:23,Ewallet,4.5
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,15:24,Ewallet,5.6
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,16:54,Ewallet,8.2
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,12:32,Cash,7.3
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,15:42,Credit card,4.4
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,13:58,Ewallet,5.7
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,15:08,Ewallet,5
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,13:02,Cash,9
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,13:01,Credit card,6.3
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,16:40,Credit card,9.4
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,13:55,Cash,7.7
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,10:33,Credit card,5.5
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,16:42,Ewallet,4.1
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,17:16,Credit card,7.6
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,11:48,Cash,8.6
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,19:35,Ewallet,8.3
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,19:55,Credit card,8.1
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,14:33,Credit card,8.6
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,19:49,Ewallet,6.3
